id,name,base_food,city,region,category,price_vnd,description
FOOD09435,Cao lầu Đà Nẵng,Cao lầu,Đà Nẵng,Trung,Món nướng,60361,"Cao lầu là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09436,Cơm gà Hải Phòng,Cơm gà,Hải Phòng,Bắc,Món cuốn,78407,"Cơm gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09437,Bánh nậm Huế,Bánh nậm,Huế,Trung,Món khô,17165,"Bánh nậm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09438,Bánh mì Cần Thơ,Bánh mì,Cần Thơ,Nam,Món cuốn,33546,"Bánh mì là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09439,Bún thịt nướng Nha Trang,Bún thịt nướng,Nha Trang,Trung,Món chiên,25989,"Bún thịt nướng là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09440,Gỏi cuốn Hải Phòng,Gỏi cuốn,Hải Phòng,Bắc,Món nước,29498,"Gỏi cuốn là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09441,Bánh cuốn Nha Trang,Bánh cuốn,Nha Trang,Trung,Món khô,20778,"Bánh cuốn là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09442,Bánh bèo Huế,Bánh bèo,Huế,Trung,Món cuốn,98057,"Bánh bèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09443,Cơm chiên Cần Thơ,Cơm chiên,Cần Thơ,Nam,Món khô,25518,"Cơm chiên là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09444,Phở gà Nha Trang,Phở gà,Nha Trang,Trung,Món nướng,78850,"Phở gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09445,Bún đậu mắm tôm Hà Nội,Bún đậu mắm tôm,Hà Nội,Bắc,Lẩu,74119,"Bún đậu mắm tôm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09446,Mì Quảng Cần Thơ,Mì Quảng,Cần Thơ,Nam,Món chiên,61384,"Mì Quảng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09447,Phở gà Cần Thơ,Phở gà,Cần Thơ,Nam,Món cuốn,18080,"Phở gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09448,Cơm gà Cần Thơ,Cơm gà,Cần Thơ,Nam,Lẩu,33726,"Cơm gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09449,Bánh bèo Huế,Bánh bèo,Huế,Trung,Món cuốn,23185,"Bánh bèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09450,Chả giò Hà Nội,Chả giò,Hà Nội,Bắc,Món nước,25809,"Chả giò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09451,Cơm tấm Cần Thơ,Cơm tấm,Cần Thơ,Nam,Lẩu,83388,"Cơm tấm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09452,Miến gà Hải Phòng,Miến gà,Hải Phòng,Bắc,Món cuốn,19457,"Miến gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09453,Mì Quảng Sài Gòn,Mì Quảng,Sài Gòn,Nam,Món khô,41193,"Mì Quảng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09454,Bún cá Đà Nẵng,Bún cá,Đà Nẵng,Trung,Món nước,31643,"Bún cá là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09455,Gỏi cuốn Đà Nẵng,Gỏi cuốn,Đà Nẵng,Trung,Món cuốn,52788,"Gỏi cuốn là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09456,Bánh nậm Cần Thơ,Bánh nậm,Cần Thơ,Nam,Món nướng,113535,"Bánh nậm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09457,Bánh ít Hải Phòng,Bánh ít,Hải Phòng,Bắc,Món cuốn,41901,"Bánh ít là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09458,Hủ tiếu Hải Phòng,Hủ tiếu,Hải Phòng,Bắc,Món nướng,109026,"Hủ tiếu là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09459,Bánh cuốn Hà Nội,Bánh cuốn,Hà Nội,Bắc,Món cuốn,118844,"Bánh cuốn là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09460,Bún riêu Nha Trang,Bún riêu,Nha Trang,Trung,Món khô,33893,"Bún riêu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09461,Bún mắm Đà Nẵng,Bún mắm,Đà Nẵng,Trung,Món cuốn,53009,"Bún mắm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09462,Cơm tấm Sài Gòn,Cơm tấm,Sài Gòn,Nam,Món khô,82713,"Cơm tấm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09463,Bánh bèo Huế,Bánh bèo,Huế,Trung,Món nướng,111753,"Bánh bèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09464,Miến gà Cần Thơ,Miến gà,Cần Thơ,Nam,Món cuốn,52810,"Miến gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09465,Chả giò Đà Nẵng,Chả giò,Đà Nẵng,Trung,Món khô,80781,"Chả giò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09466,Cơm gà Hà Nội,Cơm gà,Hà Nội,Bắc,Lẩu,63413,"Cơm gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09467,Bún riêu Đà Nẵng,Bún riêu,Đà Nẵng,Trung,Món chiên,36284,"Bún riêu là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09468,Bún mắm Nha Trang,Bún mắm,Nha Trang,Trung,Món chiên,85565,"Bún mắm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09469,Chả giò Sài Gòn,Chả giò,Sài Gòn,Nam,Món nước,95719,"Chả giò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09470,Cháo gà Cần Thơ,Cháo gà,Cần Thơ,Nam,Món nước,67833,"Cháo gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09471,Hủ tiếu Hà Nội,Hủ tiếu,Hà Nội,Bắc,Món chiên,67833,"Hủ tiếu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09472,Lẩu bò Sài Gòn,Lẩu bò,Sài Gòn,Nam,Món khô,113057,"Lẩu bò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09473,Lẩu thái Hà Nội,Lẩu thái,Hà Nội,Bắc,Món nước,22071,"Lẩu thái là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09474,Phở bò Huế,Phở bò,Huế,Trung,Món khô,50354,"Phở bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09475,Bánh mì Hà Nội,Bánh mì,Hà Nội,Bắc,Món nướng,118227,"Bánh mì là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09476,Chả giò Đà Nẵng,Chả giò,Đà Nẵng,Trung,Món cuốn,116850,"Chả giò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09477,Bún riêu Sài Gòn,Bún riêu,Sài Gòn,Nam,Món nước,97052,"Bún riêu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09478,Bánh mì Cần Thơ,Bánh mì,Cần Thơ,Nam,Món khô,69553,"Bánh mì là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09479,Bánh mì Hà Nội,Bánh mì,Hà Nội,Bắc,Món chiên,60676,"Bánh mì là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09480,Bánh bèo Sài Gòn,Bánh bèo,Sài Gòn,Nam,Món chiên,89315,"Bánh bèo là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09481,Gỏi cuốn Đà Nẵng,Gỏi cuốn,Đà Nẵng,Trung,Món chiên,54998,"Gỏi cuốn là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09482,Gỏi cuốn Cần Thơ,Gỏi cuốn,Cần Thơ,Nam,Món nước,17253,"Gỏi cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09483,Bún thịt nướng Sài Gòn,Bún thịt nướng,Sài Gòn,Nam,Món chiên,94629,"Bún thịt nướng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09484,Miến gà Cần Thơ,Miến gà,Cần Thơ,Nam,Món chiên,87944,"Miến gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09485,Phở bò Cần Thơ,Phở bò,Cần Thơ,Nam,Lẩu,91516,"Phở bò là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09486,Bún chả Cần Thơ,Bún chả,Cần Thơ,Nam,Lẩu,43480,"Bún chả là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09487,Bún thịt nướng Sài Gòn,Bún thịt nướng,Sài Gòn,Nam,Món cuốn,74187,"Bún thịt nướng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09488,Bánh bèo Sài Gòn,Bánh bèo,Sài Gòn,Nam,Món cuốn,93953,"Bánh bèo là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09489,Bún chả Nha Trang,Bún chả,Nha Trang,Trung,Món nướng,45143,"Bún chả là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09490,Lẩu bò Hà Nội,Lẩu bò,Hà Nội,Bắc,Món nước,117434,"Lẩu bò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09491,Bánh xèo Hà Nội,Bánh xèo,Hà Nội,Bắc,Món nướng,79859,"Bánh xèo là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09492,Cơm tấm Huế,Cơm tấm,Huế,Trung,Món khô,93535,"Cơm tấm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09493,Cơm tấm Đà Nẵng,Cơm tấm,Đà Nẵng,Trung,Món khô,111259,"Cơm tấm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09494,Lẩu bò Hải Phòng,Lẩu bò,Hải Phòng,Bắc,Món nướng,41246,"Lẩu bò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09495,Bún mắm Hải Phòng,Bún mắm,Hải Phòng,Bắc,Món nướng,17361,"Bún mắm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09496,Chả giò Sài Gòn,Chả giò,Sài Gòn,Nam,Lẩu,53343,"Chả giò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09497,Bánh xèo Nha Trang,Bánh xèo,Nha Trang,Trung,Món nướng,28684,"Bánh xèo là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09498,Bánh nậm Sài Gòn,Bánh nậm,Sài Gòn,Nam,Lẩu,94871,"Bánh nậm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09499,Bánh xèo Nha Trang,Bánh xèo,Nha Trang,Trung,Món nướng,88578,"Bánh xèo là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09500,Bánh bèo Huế,Bánh bèo,Huế,Trung,Món nướng,111304,"Bánh bèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09501,Bánh bèo Cần Thơ,Bánh bèo,Cần Thơ,Nam,Món chiên,28048,"Bánh bèo là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09502,Bún mắm Huế,Bún mắm,Huế,Trung,Món nướng,56889,"Bún mắm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09503,Bánh cuốn Sài Gòn,Bánh cuốn,Sài Gòn,Nam,Món nước,24077,"Bánh cuốn là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09504,Hủ tiếu Huế,Hủ tiếu,Huế,Trung,Món nước,118869,"Hủ tiếu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09505,Cơm gà Cần Thơ,Cơm gà,Cần Thơ,Nam,Lẩu,41223,"Cơm gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09506,Phở gà Hà Nội,Phở gà,Hà Nội,Bắc,Món nước,71206,"Phở gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09507,Bánh ít Hà Nội,Bánh ít,Hà Nội,Bắc,Món nướng,52529,"Bánh ít là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09508,Hủ tiếu Huế,Hủ tiếu,Huế,Trung,Món nước,56868,"Hủ tiếu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09509,Bún mắm Hà Nội,Bún mắm,Hà Nội,Bắc,Món chiên,78976,"Bún mắm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09510,Cơm chiên Nha Trang,Cơm chiên,Nha Trang,Trung,Món khô,25351,"Cơm chiên là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09511,Phở bò Hải Phòng,Phở bò,Hải Phòng,Bắc,Món nước,20112,"Phở bò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09512,Bún bò Huế Cần Thơ,Bún bò Huế,Cần Thơ,Nam,Món chiên,19545,"Bún bò Huế là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09513,Hủ tiếu Nha Trang,Hủ tiếu,Nha Trang,Trung,Món nướng,55591,"Hủ tiếu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09514,Bún chả Đà Nẵng,Bún chả,Đà Nẵng,Trung,Món chiên,37278,"Bún chả là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09515,Bánh bèo Sài Gòn,Bánh bèo,Sài Gòn,Nam,Lẩu,47718,"Bánh bèo là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09516,Bún riêu Huế,Bún riêu,Huế,Trung,Món khô,46078,"Bún riêu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09517,Gỏi cuốn Cần Thơ,Gỏi cuốn,Cần Thơ,Nam,Lẩu,55978,"Gỏi cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09518,Cao lầu Nha Trang,Cao lầu,Nha Trang,Trung,Món chiên,76624,"Cao lầu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09519,Bún thịt nướng Cần Thơ,Bún thịt nướng,Cần Thơ,Nam,Lẩu,78328,"Bún thịt nướng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09520,Lẩu hải sản Đà Nẵng,Lẩu hải sản,Đà Nẵng,Trung,Món chiên,79635,"Lẩu hải sản là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09521,Cao lầu Nha Trang,Cao lầu,Nha Trang,Trung,Lẩu,20495,"Cao lầu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09522,Chả giò Hải Phòng,Chả giò,Hải Phòng,Bắc,Món nước,63213,"Chả giò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09523,Bún riêu Hà Nội,Bún riêu,Hà Nội,Bắc,Món nước,32569,"Bún riêu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09524,Bún chả Hà Nội,Bún chả,Hà Nội,Bắc,Món chiên,23135,"Bún chả là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09525,Bún bò Huế Hải Phòng,Bún bò Huế,Hải Phòng,Bắc,Món nước,40898,"Bún bò Huế là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09526,Bún thịt nướng Hải Phòng,Bún thịt nướng,Hải Phòng,Bắc,Món khô,75467,"Bún thịt nướng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09527,Bún cá Đà Nẵng,Bún cá,Đà Nẵng,Trung,Món nướng,56794,"Bún cá là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09528,Cơm tấm Hải Phòng,Cơm tấm,Hải Phòng,Bắc,Món nước,21391,"Cơm tấm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09529,Bánh ít Hà Nội,Bánh ít,Hà Nội,Bắc,Món chiên,98365,"Bánh ít là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09530,Lẩu bò Đà Nẵng,Lẩu bò,Đà Nẵng,Trung,Món khô,107653,"Lẩu bò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09531,Phở gà Cần Thơ,Phở gà,Cần Thơ,Nam,Món chiên,40036,"Phở gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09532,Bún chả Hải Phòng,Bún chả,Hải Phòng,Bắc,Món nướng,71069,"Bún chả là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09533,Chả giò Hà Nội,Chả giò,Hà Nội,Bắc,Món chiên,43799,"Chả giò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09534,Bún mắm Sài Gòn,Bún mắm,Sài Gòn,Nam,Món cuốn,109577,"Bún mắm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09535,Bún bò Huế Đà Nẵng,Bún bò Huế,Đà Nẵng,Trung,Lẩu,99023,"Bún bò Huế là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09536,Gỏi cuốn Sài Gòn,Gỏi cuốn,Sài Gòn,Nam,Món khô,79658,"Gỏi cuốn là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09537,Bún cá Hải Phòng,Bún cá,Hải Phòng,Bắc,Món nước,58372,"Bún cá là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09538,Lẩu hải sản Hà Nội,Lẩu hải sản,Hà Nội,Bắc,Món cuốn,33879,"Lẩu hải sản là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09539,Cơm tấm Nha Trang,Cơm tấm,Nha Trang,Trung,Món nước,56128,"Cơm tấm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09540,Bánh canh Sài Gòn,Bánh canh,Sài Gòn,Nam,Món nướng,43973,"Bánh canh là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09541,Bún cá Cần Thơ,Bún cá,Cần Thơ,Nam,Món cuốn,37727,"Bún cá là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09542,Bún cá Hà Nội,Bún cá,Hà Nội,Bắc,Món cuốn,66484,"Bún cá là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09543,Cơm tấm Hải Phòng,Cơm tấm,Hải Phòng,Bắc,Món chiên,45646,"Cơm tấm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09544,Chả giò Nha Trang,Chả giò,Nha Trang,Trung,Lẩu,118083,"Chả giò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09545,Cao lầu Hà Nội,Cao lầu,Hà Nội,Bắc,Lẩu,46126,"Cao lầu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09546,Bánh mì Huế,Bánh mì,Huế,Trung,Món chiên,90310,"Bánh mì là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09547,Lẩu thái Huế,Lẩu thái,Huế,Trung,Món nước,27625,"Lẩu thái là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09548,Bánh bèo Hải Phòng,Bánh bèo,Hải Phòng,Bắc,Món chiên,37021,"Bánh bèo là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09549,Bánh xèo Huế,Bánh xèo,Huế,Trung,Món chiên,47413,"Bánh xèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09550,Bún cá Hà Nội,Bún cá,Hà Nội,Bắc,Món nước,90019,"Bún cá là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09551,Lẩu hải sản Hải Phòng,Lẩu hải sản,Hải Phòng,Bắc,Lẩu,39764,"Lẩu hải sản là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09552,Bánh mì Huế,Bánh mì,Huế,Trung,Món cuốn,83633,"Bánh mì là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09553,Bánh canh Cần Thơ,Bánh canh,Cần Thơ,Nam,Món khô,73511,"Bánh canh là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09554,Cao lầu Hải Phòng,Cao lầu,Hải Phòng,Bắc,Món chiên,86661,"Cao lầu là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09555,Lẩu bò Huế,Lẩu bò,Huế,Trung,Món khô,62230,"Lẩu bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09556,Bánh nậm Hà Nội,Bánh nậm,Hà Nội,Bắc,Món nướng,104965,"Bánh nậm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09557,Bún cá Cần Thơ,Bún cá,Cần Thơ,Nam,Món khô,20059,"Bún cá là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09558,Cơm gà Đà Nẵng,Cơm gà,Đà Nẵng,Trung,Món nướng,77536,"Cơm gà là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09559,Chả giò Hà Nội,Chả giò,Hà Nội,Bắc,Món khô,60620,"Chả giò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09560,Bánh mì Hải Phòng,Bánh mì,Hải Phòng,Bắc,Món chiên,88352,"Bánh mì là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09561,Bún cá Nha Trang,Bún cá,Nha Trang,Trung,Món nước,117479,"Bún cá là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD09562,Bún thịt nướng Huế,Bún thịt nướng,Huế,Trung,Lẩu,103654,"Bún thịt nướng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09563,Bún thịt nướng Sài Gòn,Bún thịt nướng,Sài Gòn,Nam,Món cuốn,77421,"Bún thịt nướng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09564,Bánh bèo Sài Gòn,Bánh bèo,Sài Gòn,Nam,Món chiên,71523,"Bánh bèo là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09565,Bánh canh Hà Nội,Bánh canh,Hà Nội,Bắc,Lẩu,24938,"Bánh canh là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD09566,Bánh canh Đà Nẵng,Bánh canh,Đà Nẵng,Trung,Món khô,23235,"Bánh canh là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09567,Miến gà Cần Thơ,Miến gà,Cần Thơ,Nam,Món cuốn,70815,"Miến gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09568,Bánh nậm Cần Thơ,Bánh nậm,Cần Thơ,Nam,Món cuốn,36288,"Bánh nậm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09569,Bún cá Sài Gòn,Bún cá,Sài Gòn,Nam,Món nướng,118806,"Bún cá là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09570,Bún mắm Đà Nẵng,Bún mắm,Đà Nẵng,Trung,Món chiên,46325,"Bún mắm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09571,Phở bò Sài Gòn,Phở bò,Sài Gòn,Nam,Món cuốn,77125,"Phở bò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09572,Cơm gà Huế,Cơm gà,Huế,Trung,Món nướng,115364,"Cơm gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09573,Miến gà Sài Gòn,Miến gà,Sài Gòn,Nam,Món nướng,59839,"Miến gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09574,Hủ tiếu Huế,Hủ tiếu,Huế,Trung,Món nước,43236,"Hủ tiếu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD09575,Phở gà Cần Thơ,Phở gà,Cần Thơ,Nam,Món nước,25429,"Phở gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09576,Cháo lòng Đà Nẵng,Cháo lòng,Đà Nẵng,Trung,Món cuốn,16191,"Cháo lòng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09577,Bún bò Huế Cần Thơ,Bún bò Huế,Cần Thơ,Nam,Món khô,95675,"Bún bò Huế là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09578,Chả giò Đà Nẵng,Chả giò,Đà Nẵng,Trung,Món nước,82818,"Chả giò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09579,Bánh nậm Hải Phòng,Bánh nậm,Hải Phòng,Bắc,Món cuốn,107752,"Bánh nậm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09580,Bún cá Sài Gòn,Bún cá,Sài Gòn,Nam,Món nước,72171,"Bún cá là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD09581,Bún mắm Hải Phòng,Bún mắm,Hải Phòng,Bắc,Món khô,85355,"Bún mắm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD09582,Bánh cuốn Đà Nẵng,Bánh cuốn,Đà Nẵng,Trung,Món chiên,35113,"Bánh cuốn là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD09583,Bánh xèo Cần Thơ,Bánh xèo,Cần Thơ,Nam,Món khô,51322,"Bánh xèo là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD09584,Bánh mì Nha Trang,Bánh mì,Nha Trang,Trung,Món cuốn,53941,"Bánh mì là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
