id,food_name,description,category,region,type,source,popularity,price_range
FOOD00279,Nem Hà Nội,"Nem Hà Nội là một biến thể độc đáo của món Nem, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,51,200k+
FOOD00280,Nem Huế,"Nem Huế là một biến thể độc đáo của món Nem, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,86,100-200k
FOOD00281,Nem luộc,"Nem luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,57,25-50k
FOOD00282,Nem chiên,"Nem chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,29,50-100k
FOOD00283,Nem xào,"Nem xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,78,50-100k
FOOD00284,Nem hấp,"Nem hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,92,100-200k
FOOD00285,Nem rang,"Nem rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,69,25-50k
FOOD00286,Nem om,"Nem om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,47,10-25k
FOOD00287,Nem kho,"Nem kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,94,10-25k
FOOD00288,Chả miền Bắc,"Chả miền Bắc là một biến thể độc đáo của món Chả, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,90,200k+
FOOD00289,Chả miền Trung,"Chả miền Trung là một biến thể độc đáo của món Chả, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,48,100-200k
FOOD00290,Chả miền Nam,"Chả miền Nam là một biến thể độc đáo của món Chả, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,85,10-25k
FOOD00291,Chả Sài Gòn,"Chả Sài Gòn là một biến thể độc đáo của món Chả, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,39,200k+
FOOD00292,Chả Hà Nội,"Chả Hà Nội là một biến thể độc đáo của món Chả, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,100,200k+
FOOD00293,Chả Huế,"Chả Huế là một biến thể độc đáo của món Chả, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Khác,Variation,33,10-25k
FOOD00294,Chả nướng,"Chả nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,94,10-25k
FOOD00295,Chả luộc,"Chả luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,23,50-100k
FOOD00296,Chả chiên,"Chả chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,10,100-200k
FOOD00297,Chả xào,"Chả xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,69,100-200k
FOOD00298,Chả hấp,"Chả hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,100,10-25k
FOOD00299,Chả rang,"Chả rang là món ăn được chế biến bằng phương pháp rang, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,34,25-50k
FOOD00300,Chả om,"Chả om là món ăn được chế biến bằng phương pháp om, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,52,200k+
FOOD00301,Chả kho,"Chả kho là món ăn được chế biến bằng phương pháp kho, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Khác,Method,95,200k+
FOOD00302,Phở bò tái,"Phở bò tái - Hương vị độc đáo, là sự kết hợp hoàn hảo của các nguyên liệu địa phương.",Món ăn Việt Nam,Phan Thiết,Món nước,Foody,98,100-200k
FOOD00303,Bánh mì thịt nướng,Bánh mì thịt nướng - Món ăn được yêu thích bởi hương vị đậm đà và cách chế biến tinh tế.,Món ăn Việt Nam,Đà Nẵng,Món nước,Foody,68,100-200k
FOOD00304,Cơm tấm sườn bì,Cơm tấm sườn bì - Đặc sản nổi tiếng với nguyên liệu tươi ngon và gia vị đặc trưng.,Món ăn Việt Nam,Đà Lạt,Món cơm/xôi,Foody,25,10-25k
FOOD00305,Gỏi cuốn tôm thịt,"Gỏi cuốn tôm thịt - Hương vị độc đáo, là sự kết hợp hoàn hảo của các nguyên liệu địa phương.",Món ăn Việt Nam,Huế,Gỏi/Nộm,Foody,79,50-100k
FOOD00306,Bánh bèo Huế,"Bánh bèo Huế - Hương vị độc đáo, là sự kết hợp hoàn hảo của các nguyên liệu địa phương.",Món ăn Việt Nam,Huế,Bánh,Foody,68,50-100k
FOOD00307,Cơm hến Huế,Cơm hến Huế - Món ăn dân gian được nhiều người yêu thích bởi vị ngon và giá cả phải chăng.,Món ăn Việt Nam,Hà Nội,Món cơm/xôi,Foody,45,100-200k
FOOD00308,Bánh bò nướng,Bánh bò nướng - Món ăn dân gian được nhiều người yêu thích bởi vị ngon và giá cả phải chăng.,Món ăn Việt Nam,Đà Lạt,Bánh,Foody,60,10-25k
FOOD00309,Lẩu mắm miền Tây,Lẩu mắm miền Tây - Đặc sản nổi tiếng với nguyên liệu tươi ngon và gia vị đặc trưng.,Món ăn Việt Nam,TP.HCM,Lẩu,Foody,12,100-200k
FOOD00310,Bánh tráng nướng Đà Lạt,Bánh tráng nướng Đà Lạt - Đặc sản nổi tiếng với nguyên liệu tươi ngon và gia vị đặc trưng.,Món ăn Việt Nam,Huế,Bánh,Foody,32,10-25k
FOOD00311,Bánh pía Sóc Trăng,Bánh pía Sóc Trăng - Món ăn truyền thống được truyền từ đời này sang đời khác.,Món ăn Việt Nam,TP.HCM,Bánh,Foody,96,100-200k
FOOD00312,Bánh ướt,Bánh ướt - Món ăn truyền thống được truyền từ đời này sang đời khác.,Món ăn Việt Nam,Đà Lạt,Bánh,Foody,92,25-50k
FOOD00313,Bánh mì que,"Bánh mì que là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,TP.HCM,Món nước,Street Food,13,25-50k
FOOD00314,Bánh tráng trộn,"Bánh tráng trộn là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Đà Nẵng,Bánh,Street Food,31,200k+
FOOD00315,Kem flan,"Kem flan là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Hà Nội,Tráng miệng,Street Food,78,100-200k
FOOD00316,Bánh rán,"Bánh rán là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Đà Nẵng,Bánh,Street Food,20,50-100k
FOOD00317,Bánh cam,"Bánh cam là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Huế,Bánh,Street Food,18,200k+
FOOD00318,Bánh tiêu,"Bánh tiêu là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Hà Nội,Bánh,Street Food,93,25-50k
FOOD00319,Chả cá nướng lá chuối,"Chả cá nướng lá chuối là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Huế,Khác,Street Food,60,100-200k
FOOD00320,Nem nướng lụi,"Nem nướng lụi là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Đà Nẵng,Khác,Street Food,63,200k+
FOOD00321,Bánh khọt nhỏ,"Bánh khọt nhỏ là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Đà Nẵng,Bánh,Street Food,6,100-200k
FOOD00322,Bánh ướt lòng gà,"Bánh ướt lòng gà là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Đà Nẵng,Bánh,Street Food,32,25-50k
FOOD00323,Bánh cuốn nóng,"Bánh cuốn nóng là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Huế,Bánh,Street Food,93,200k+
FOOD00324,Bún riêu cua đồng,"Bún riêu cua đồng là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,TP.HCM,Món nước,Street Food,43,25-50k
FOOD00325,Mì xào hải sản,"Mì xào hải sản là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Huế,Món nước,Street Food,2,10-25k
FOOD00326,Cơm chiên dương châu,"Cơm chiên dương châu là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Hà Nội,Món cơm/xôi,Street Food,60,25-50k
FOOD00327,Bánh bao chiên,"Bánh bao chiên là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,TP.HCM,Bánh,Street Food,23,100-200k
FOOD00328,Bánh bao nướng,"Bánh bao nướng là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Đà Nẵng,Bánh,Street Food,83,50-100k
FOOD00329,Bánh su kem,"Bánh su kem là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,Huế,Bánh,Street Food,31,25-50k
FOOD00330,Bánh patê sô,"Bánh patê sô là món ăn đường phố phổ biến, được bán nhiều tại các xe đẩy, quán vỉa hè với hương vị đặc trưng và giá cả bình dân.",Món ăn đường phố,TP.HCM,Bánh,Street Food,5,50-100k
FOOD00331,Chả cá Lã Vọng Miền Bắc,"Chả cá Lã Vọng Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Khác,Regional Specialty,83,10-25k
FOOD00332,Bún chả Miền Bắc,"Bún chả Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Món nước,Regional Specialty,34,200k+
FOOD00333,Phở bò Miền Bắc,"Phở bò Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Món nước,Regional Specialty,10,200k+
FOOD00334,Bánh cuốn Miền Bắc,"Bánh cuốn Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Bánh,Regional Specialty,89,50-100k
FOOD00335,Nem chua Miền Bắc,"Nem chua Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Khác,Regional Specialty,2,200k+
FOOD00336,Bánh chưng Miền Bắc,"Bánh chưng Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Bánh,Regional Specialty,11,25-50k
FOOD00337,Xôi xéo Miền Bắc,"Xôi xéo Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Món cơm/xôi,Regional Specialty,50,50-100k
FOOD00338,Bún đậu mắm tôm Miền Bắc,"Bún đậu mắm tôm Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Món nước,Regional Specialty,31,100-200k
FOOD00339,Cháo lòng Miền Bắc,"Cháo lòng Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Khác,Regional Specialty,56,25-50k
FOOD00340,Bánh gối Miền Bắc,"Bánh gối Miền Bắc là đặc sản tiêu biểu của Miền Bắc, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Bắc,Miền Bắc,Bánh,Regional Specialty,79,25-50k
FOOD00341,Bún bò Huế Miền Trung,"Bún bò Huế Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Món nước,Regional Specialty,73,25-50k
FOOD00342,Bánh bèo Miền Trung,"Bánh bèo Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Bánh,Regional Specialty,87,100-200k
FOOD00343,Bánh nậm Miền Trung,"Bánh nậm Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Bánh,Regional Specialty,83,10-25k
FOOD00344,Bánh ít Miền Trung,"Bánh ít Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Bánh,Regional Specialty,9,200k+
FOOD00345,Cơm hến Miền Trung,"Cơm hến Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Món cơm/xôi,Regional Specialty,99,50-100k
FOOD00346,Mì Quảng Miền Trung,"Mì Quảng Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Món nước,Regional Specialty,21,10-25k
FOOD00347,Cao lầu Miền Trung,"Cao lầu Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Khác,Regional Specialty,73,50-100k
FOOD00348,Bánh khoái Miền Trung,"Bánh khoái Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Bánh,Regional Specialty,28,200k+
FOOD00349,Nem lụi Miền Trung,"Nem lụi Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Khác,Regional Specialty,62,100-200k
FOOD00350,Bánh căn Miền Trung,"Bánh căn Miền Trung là đặc sản tiêu biểu của Miền Trung, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Trung,Miền Trung,Bánh,Regional Specialty,7,25-50k
FOOD00351,Cơm tấm Miền Nam,"Cơm tấm Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Món cơm/xôi,Regional Specialty,80,25-50k
FOOD00352,Bánh xèo Miền Nam,"Bánh xèo Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Bánh,Regional Specialty,16,100-200k
FOOD00353,Hủ tiếu Miền Nam,"Hủ tiếu Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Món nước,Regional Specialty,97,10-25k
FOOD00354,Bánh khọt Miền Nam,"Bánh khọt Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Bánh,Regional Specialty,4,10-25k
FOOD00355,Gỏi cuốn Miền Nam,"Gỏi cuốn Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Gỏi/Nộm,Regional Specialty,4,50-100k
FOOD00356,Bánh căn Miền Nam,"Bánh căn Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Bánh,Regional Specialty,40,100-200k
FOOD00357,Lẩu mắm Miền Nam,"Lẩu mắm Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Lẩu,Regional Specialty,17,10-25k
FOOD00358,Bánh tét Miền Nam,"Bánh tét Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Bánh,Regional Specialty,52,100-200k
FOOD00359,Chè ba màu Miền Nam,"Chè ba màu Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Tráng miệng,Regional Specialty,93,200k+
FOOD00360,Bánh flan Miền Nam,"Bánh flan Miền Nam là đặc sản tiêu biểu của Miền Nam, được chế biến theo công thức truyền thống với hương vị đặc trưng của vùng miền.",Đặc sản Miền Nam,Miền Nam,Bánh,Regional Specialty,52,25-50k
FOOD00361,Bánh chưng Tết,"Bánh chưng Tết là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,36,25-50k
FOOD00362,Bánh tét miền Nam,"Bánh tét miền Nam là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,38,25-50k
FOOD00363,Thịt đông,"Thịt đông là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Khác,Festival Food,50,100-200k
FOOD00364,Chả lụa,"Chả lụa là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Khác,Festival Food,63,100-200k
FOOD00365,Bánh u tro,"Bánh u tro là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,63,50-100k
FOOD00366,Bánh phu thê,"Bánh phu thê là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,62,25-50k
FOOD00367,Bánh xu xê,"Bánh xu xê là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,99,50-100k
FOOD00368,Chè lam,"Chè lam là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Tráng miệng,Festival Food,7,25-50k
FOOD00369,Mứt tết,"Mứt tết là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Khác,Festival Food,27,50-100k
FOOD00370,Kẹo dừa,"Kẹo dừa là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Khác,Festival Food,92,50-100k
FOOD00371,Kẹo lạc,"Kẹo lạc là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Khác,Festival Food,86,200k+
FOOD00372,Bánh dầy,"Bánh dầy là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,14,50-100k
FOOD00373,Rượu cần,"Rượu cần là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Khác,Festival Food,71,100-200k
FOOD00374,Bánh chay,"Bánh chay là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,86,50-100k
FOOD00375,Bánh giầy,"Bánh giầy là món ăn truyền thống trong các dịp lễ tết, mang ý nghĩa văn hóa sâu sắc và được chuẩn bị công phu theo phong tục tập quán.",Món ăn ngày lễ,Việt Nam,Bánh,Festival Food,5,25-50k
FOOD00376,Phở bò Hà Nội,"Phở bò Hà Nội là món phở truyền thống với nước dùng trong, thịt bò tái và chín, ăn kèm hành lá và ngò gai.",Món ăn Việt Nam,Hà Nội,Món nước,Traditional,95,30-50k
FOOD00377,Bánh mì pate,"Bánh mì pate là món bánh mì truyền thống với pate, chả lụa, dưa chua và rau thơm.",Món ăn Việt Nam,Việt Nam,Bánh,Traditional,90,10-25k
FOOD00378,Cơm tấm sườn nướng,"Cơm tấm sườn nướng là món cơm với sườn heo nướng thơm lừng, ăn kèm nước mắm pha.",Món ăn Việt Nam,TP.HCM,Món cơm/xôi,Traditional,88,25-50k
FOOD00379,Bánh xèo miền Tây,"Bánh xèo miền Tây có vỏ bánh giòn màu vàng, nhân tôm thịt, ăn kèm rau sống và nước chấm.",Món ăn Việt Nam,Miền Tây,Bánh,Traditional,85,20-40k
FOOD00380,Chè ba màu,"Chè ba màu gồm đậu xanh, đậu đỏ và thạch, chan nước cốt dừa và đá bào.",Tráng miệng,Việt Nam,Tráng miệng,Traditional,80,10-25k
FOOD00381,Phở bò tái,"Phở với thịt bò tái mỏng, ăn kèm hành lá và ngò gai",Món ăn Việt Nam,Hà Nội,Món nước,Realistic,76,25-50k
FOOD00382,Phở bò chín,"Phở với thịt bò chín mềm, nước dùng đậm đà",Món ăn Việt Nam,Hà Nội,Món nước,Realistic,77,30-60k
FOOD00383,Phở gà,"Phở với thịt gà, nước dùng thanh ngọt",Món ăn Việt Nam,Hà Nội,Món nước,Realistic,78,15-30k
FOOD00384,Phở cuốn,"Bánh phở cuốn với thịt bò, rau thơm, chấm nước mắm",Món ăn Việt Nam,Hà Nội,Món nước,Realistic,79,25-50k
FOOD00385,Bún chả cá,"Bún với chả cá nướng thơm, rau thơm và nước mắm",Món ăn Việt Nam,Nha Trang,Món nước,Realistic,80,30-60k
FOOD00386,Bún măng vịt,"Bún với thịt vịt và măng chua, đặc sản miền Bắc",Món ăn Việt Nam,Hà Nội,Món nước,Realistic,81,15-30k
FOOD00387,Bún bò Nam Bộ,"Bún trộn khô với thịt bò, rau sống và đậu phộng",Món ăn Việt Nam,TP.HCM,Món nước,Realistic,82,25-50k
FOOD00388,Bún riêu cua đồng,"Bún riêu với cua đồng tươi, cà chua và tôm",Món ăn Việt Nam,Miền Bắc,Món nước,Realistic,83,30-60k
FOOD00389,Bánh mì pate,"Bánh mì với pate, chả lụa và rau thơm",Món ăn Việt Nam,Việt Nam,Bánh,Realistic,84,15-30k
FOOD00390,Bánh mì thịt nướng,Bánh mì với thịt heo nướng thơm lừng,Món ăn Việt Nam,TP.HCM,Bánh,Realistic,85,25-50k
FOOD00391,Bánh mì xíu mại,Bánh mì với xíu mại sốt cà chua,Món ăn Việt Nam,TP.HCM,Bánh,Realistic,86,30-60k
FOOD00392,Bánh mì chả cá,Bánh mì với chả cá nướng và rau thơm,Món ăn Việt Nam,Nha Trang,Bánh,Realistic,87,15-30k
FOOD00393,Cơm tấm sườn bì,Cơm tấm với sườn nướng và bì,Món ăn Việt Nam,TP.HCM,Món cơm/xôi,Realistic,88,25-50k
FOOD00394,Cơm tấm sườn chả,Cơm tấm với sườn nướng và chả trứng,Món ăn Việt Nam,TP.HCM,Món cơm/xôi,Realistic,89,30-60k
FOOD00395,Cơm chiên dương châu,"Cơm chiên với tôm, xúc xích và trứng",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Realistic,90,15-30k
FOOD00396,Cơm gà Hải Nam,Cơm với thịt gà luộc và nước mắm gừng,Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Realistic,91,25-50k
FOOD00397,Bánh căn Phan Thiết,"Bánh căn nhỏ với tôm, mực, ăn kèm nước chấm",Món ăn Việt Nam,Phan Thiết,Bánh,Realistic,92,30-60k
FOOD00398,Bánh khọt Vũng Tàu,"Bánh khọt giòn với tôm, ăn kèm rau sống",Món ăn Việt Nam,Vũng Tàu,Bánh,Realistic,93,15-30k
FOOD00399,Bánh bèo Huế,Bánh bèo nhỏ với tôm chấy và mắm nêm,Món ăn Việt Nam,Huế,Bánh,Realistic,94,25-50k
FOOD00400,Bánh ít lá gai,Bánh ít gói lá gai với nhân tôm thịt,Món ăn Việt Nam,Huế,Bánh,Realistic,75,30-60k
FOOD00401,Mì Quảng tôm cua,Mì Quảng với tôm tươi và cua biển,Món ăn Việt Nam,Quảng Nam,Món nước,Realistic,76,15-30k
FOOD00402,Mì Quảng gà,Mì Quảng với thịt gà và trứng cút,Món ăn Việt Nam,Quảng Nam,Món nước,Realistic,77,25-50k
